CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,NIVEL_DE_FORMACIÓN,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,NIVEL_DE_FORMACIÓN EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT
2745,2745,fundacion universitaria compensar,91525,ingenieria de sistemas,ingenieria industria y construccion,Universitario,risaralda,pereira,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1301,1301,universidad distrital francisco jose de caldas,918,ingenieria de sistemas,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9201,contaduria publica,administracion de empresas y derecho,Universitario,cundinamarca,funza,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9203,contaduria publica,administracion de empresas y derecho,Universitario,cundinamarca,funza,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9241,contaduria publica,administracion de empresas y derecho,Universitario,cundinamarca,facatativa,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1212,1212,universidad de pamplona,9245,ingenieria de sistemas,ingenieria industria y construccion,Universitario,norte de santander,pamplona,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,926,estudios musicales,arte y humanidades,Universitario,bogota d c,bogota d c,4959,musica,Universitario,arte y humanidades,1,antioquia,medellin
2719,2719,universidad catolica luis amigo,9275,psicologia con enfasis en psicologia social,ciencias sociales periodismo e informacion,Universitario,antioquia,medellin,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2713,2713,fundacion universitaria los libertadores,9277,psicologia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1812,1812,universidad de medellin,9312,contaduria publica,administracion de empresas y derecho,Universitario,antioquia,medellin,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2831,2831,corporacion universitaria de ciencia y desarrollo uniciencia,9320,derecho,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2207,2207,instituto universitario de la paz,9328,ingenieria de produccion,ingenieria industria y construccion,Universitario,casanare,yopal,1249,ingenieria de produccion,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1804,1804,universidad autonoma del caribe uniautonoma,9335,comunicacion social periodismo,ciencias sociales periodismo e informacion,Universitario,atlantico,barranquilla,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1818,1816,universidad cooperativa de colombia,9356,administracion de empresas,administracion de empresas y derecho,Universitario,sucre,sincelejo,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1816,universidad cooperativa de colombia,9365,administracion de empresas,administracion de empresas y derecho,Universitario,sucre,sincelejo,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2712,2712,fundacion universitaria konrad lorenz,9379,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,Universitario,bogota d c,bogota d c,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1114,1114,universidad surcolombiana,9395,derecho,administracion de empresas y derecho,Universitario,huila,neiva,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1212,1212,universidad de pamplona,9440,comunicacion social,ciencias sociales periodismo e informacion,Universitario,norte de santander,pamplona,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1728,1728,universidad sergio arboleda,9448,derecho,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2301,2301,unidad central del valle del cauca,9450,derecho,administracion de empresas y derecho,Universitario,valle del cauca,roldanillo,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1828,1828,universidad icesi,9451,derecho,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2727,2727,fundacion universitaria ceipa,9464,administracion de empresas,administracion de empresas y derecho,Universitario,antioquia,yarumal,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,949,comunicacion social,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1212,1212,universidad de pamplona,9491,administracion de empresas,administracion de empresas y derecho,Universitario,norte de santander,pamplona,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,950,psicologia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1804,1804,universidad autonoma del caribe uniautonoma,9503,negocios y finanzas internacionales,administracion de empresas y derecho,Universitario,atlantico,barranquilla,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,951,derecho,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2812,2812,universidad ean,9517,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,952,economia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,3182,economia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1815,1822,corporacion universidad piloto de colombia,9528,ingenieria civil,ingenieria industria y construccion,Universitario,cundinamarca,girardot,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,953,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1203,1203,universidad del valle,9532,administracion de empresas,administracion de empresas y derecho,Universitario,santander,bucaramanga,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,954,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2833,2833,corporacion universitaria remington,9542,psicologia,ciencias sociales periodismo e informacion,Universitario,antioquia,medellin,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1212,1212,universidad de pamplona,9547,musica,arte y humanidades,Universitario,norte de santander,pamplona,4959,musica,Universitario,arte y humanidades,1,antioquia,medellin
1703,1703,universidad incca de colombia,9548,musica,arte y humanidades,Universitario,bogota d c,bogota d c,4959,musica,Universitario,arte y humanidades,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,958,estudios literarios,arte y humanidades,Universitario,bogota d c,bogota d c,106504,literatura,Universitario,arte y humanidades,1,antioquia,medellin
1801,1801,universidad la gran colombia,9580,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,959,ingenieria civil,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,964,biologia,ciencias naturales matematicas y estadistica,Universitario,bogota d c,bogota d c,101947,biologia,Universitario,ciencias naturales matematicas y estadistica,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,965,matematicas,ciencias naturales matematicas y estadistica,Universitario,bogota d c,bogota d c,11498,ingenieria matematica,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2805,2805,universidad simon bolivar,9713,administracion de empresas,administracion de empresas y derecho,Universitario,sucre,sincelejo,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1106,1106,universidad pedagogica y tecnologica de colombia uptc,9733,administracion de empresas,administracion de empresas y derecho,Universitario,boyaca,puerto boyaca,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1213,1213,universidad del magdalena unimagdalena,9739,fisica,ciencias naturales matematicas y estadistica,Universitario,magdalena,santa marta,17581,ingenieria fisica,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2713,2713,fundacion universitaria los libertadores,9753,psicologia,ciencias sociales periodismo e informacion,Universitario,antioquia,medellin,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1212,1212,universidad de pamplona,9761,fisica,ciencias naturales matematicas y estadistica,Universitario,norte de santander,pamplona,17581,ingenieria fisica,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2830,2830,corporacion universitaria iberoamericana,9799,administracion y finanzas,administracion de empresas y derecho,Universitario,santander,bucaramanga,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
